task_name,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem
R13_19,36.0,j_33039,1,Terminated,401775,401809,100.0,0.49
J21_18_20,124.0,j_33039,1,Terminated,402485,402504,100.0,0.59
M5,6974.0,j_33039,1,Terminated,401722,401817,100.0,0.3
R14_13,14.0,j_33039,1,Terminated,401810,401828,100.0,0.49
R8_7,101.0,j_33039,1,Terminated,401808,401842,100.0,0.49
R20_19,36.0,j_33039,1,Terminated,401775,401808,100.0,0.49
M19,1604.0,j_33039,1,Terminated,401721,401774,100.0,0.49
R10_9,13.0,j_33039,1,Terminated,401905,401913,100.0,0.49
R2_1,76.0,j_33039,1,Terminated,401843,401863,100.0,0.49
R1_7,90.0,j_33039,1,Terminated,401808,401843,100.0,0.49
R18_17,371.0,j_33039,1,Terminated,402377,402484,100.0,0.49
R16_15,1.0,j_33039,1,Terminated,401856,401875,100.0,0.49
M17,12989.0,j_33039,1,Terminated,401726,402375,100.0,0.49
R6_5,1111.0,j_33039,1,Terminated,401818,401876,100.0,0.49
R22_21,3.0,j_33039,1,Terminated,402505,402516,100.0,0.49
R23_22,1.0,j_33039,1,Terminated,402516,402531,100.0,0.49
R11_10,1.0,j_33039,1,Terminated,401913,401929,100.0,0.49
R15_14,1.0,j_33039,1,Terminated,401828,401856,100.0,0.49
R4_3,1.0,j_33039,1,Terminated,401871,401880,100.0,0.49
M7,1342.0,j_33039,1,Terminated,401721,401808,100.0,0.3
M1,1.0,j_37895,1,Terminated,111875,111881,100.0,0.3
M3,100.0,j_37895,1,Terminated,111875,111896,100.0,0.3
R9_8,219.0,j_37895,1,Terminated,111875,112013,100.0,0.39
J8_6_7,219.0,j_37895,1,Terminated,111875,112007,100.0,0.59
M5,3.0,j_37895,1,Terminated,111875,111881,100.0,0.3
R2_1,1.0,j_37895,1,Terminated,111875,111881,100.0,0.49
J6_4_5,105.0,j_37895,1,Terminated,111875,111991,100.0,0.59
M7,114.0,j_37895,1,Terminated,111875,111884,100.0,0.3
J4_2_3,101.0,j_37895,1,Terminated,111875,111930,100.0,0.59
M1,102.0,j_38223,1,Terminated,111946,112163,50.0,0.68
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_38490,6,Terminated,330786,330824,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_38490,6,Terminated,330786,330791,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,10.0,j_38490,6,Terminated,330786,330820,30.0,0.05
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_45388,10,Terminated,225854,225867,100.0,0.1
M3_2,3.0,j_47051,1,Terminated,413630,413635,100.0,0.3
R4_3,3.0,j_47051,1,Terminated,413630,413635,100.0,0.39
R2_1,1.0,j_47051,1,Terminated,413630,413631,100.0,0.39
M1,1.0,j_47051,1,Terminated,413630,413631,100.0,0.3
R6_5,1.0,j_48129,1,Terminated,536509,536633,100.0,0.39
R5_4,1.0,j_48129,1,Terminated,536509,536632,100.0,0.49
J3_1_2,3.0,j_48129,1,Terminated,536509,536632,100.0,0.59
M2,1.0,j_48129,1,Terminated,536509,536515,100.0,0.3
R4_3,13.0,j_48129,1,Terminated,536509,536632,100.0,0.49
M1,1.0,j_48129,1,Terminated,536509,536632,100.0,0.3
M3_2,1.0,j_48583,1,Terminated,155069,155264,100.0,0.25
R2_1,1.0,j_48583,1,Terminated,155066,155069,100.0,0.39
M1,1.0,j_48583,1,Terminated,155063,155066,100.0,0.3
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,6.0,j_50842,10,Terminated,402842,403119,75.0,0.1
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,10.0,j_51329,10,Terminated,495464,495485,100.0,0.1
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_51444,10,Terminated,579954,580094,75.0,0.1
M2,1.0,j_52030,1,Terminated,210766,210769,100.0,0.3
R5_4,1.0,j_52030,1,Terminated,210881,210885,100.0,0.39
R3_2,1.0,j_52030,1,Terminated,210770,210774,100.0,0.39
J4_1_3,7.0,j_52030,1,Terminated,210774,210880,100.0,0.59
M1,5.0,j_52030,1,Terminated,210766,210875,100.0,0.49
M1,3.0,j_52450,1,Terminated,187619,187622,100.0,0.3
R3_2,3.0,j_52450,1,Terminated,187619,187622,100.0,0.39
R2_1,3.0,j_52450,1,Terminated,187619,187622,100.0,0.49
R2_1,1.0,j_53348,1,Terminated,456094,456095,50.0,0.2
M3_2,5.0,j_53348,1,Terminated,456094,456104,50.0,0.2
M1,1.0,j_53348,1,Terminated,456094,456094,50.0,0.2
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_57275,6,Terminated,340544,340615,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,101.0,j_57275,6,Terminated,340544,340611,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_57275,6,Terminated,340544,340551,10.0,0.05
J7_4_11_17,25.0,j_59004,1,Running,291785,291791,50.0,0.39
R14_17,7.0,j_59004,1,Running,291785,291791,50.0,0.39
R3_12,1.0,j_59004,1,Running,291785,291791,,
R11_10,5.0,j_59004,1,Running,291785,291791,,
M17,22.0,j_59004,1,Running,291785,291791,,
R9_12,1.0,j_59004,1,Running,291785,291791,,
J19_1_2_3_5_6_8_9_13_14_15_16_18,1.0,j_59004,1,Running,291785,291791,50.0,0.2
R8_7,3.0,j_59004,1,Running,291785,291791,50.0,0.39
R16_17,5.0,j_59004,1,Running,291785,291791,50.0,0.39
R2_7,1.0,j_59004,1,Running,291785,291791,50.0,0.2
R5_12,1.0,j_59004,1,Running,291785,291791,50.0,0.2
R13_12,1.0,j_59004,1,Running,291785,291791,50.0,0.39
R1_7,1.0,j_59004,1,Running,291785,291791,,
J12_4_11_17,17.0,j_59004,1,Running,291785,291791,50.0,0.39
M4,943.0,j_59004,1,Failed,291785,291790,,
R6_7,3.0,j_59004,1,Running,291785,291791,50.0,0.3
R18_17,5.0,j_59004,1,Running,291785,291791,50.0,0.39
M10,7.0,j_59004,1,Running,291785,291791,,
R15_17,7.0,j_59004,1,Running,291785,291791,50.0,0.39
R6_5,1.0,j_60283,1,Terminated,576216,576233,100.0,0.39
R2_1,1.0,j_60283,1,Terminated,576216,576226,100.0,0.49
R5_4,45.0,j_60283,1,Terminated,576216,576233,100.0,0.49
R3_2,1.0,j_60283,1,Terminated,576216,576226,100.0,0.39
M4,45.0,j_60283,1,Terminated,576216,576232,100.0,0.3
M1,1.0,j_60283,1,Terminated,576216,576226,100.0,0.3
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_60654,6,Terminated,549669,550177,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_60654,6,Terminated,549669,550174,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_60654,6,Terminated,549669,549859,10.0,0.05
M1,1.0,j_1527,1,Terminated,158476,158520,50.0,0.39
M1,499.0,j_2014,1,Terminated,372598,372688,100.0,0.49
R2_1,2.0,j_2014,1,Terminated,372688,372703,100.0,0.39
M3_2,1.0,j_4069,1,Terminated,476887,476890,50.0,0.2
M1,1.0,j_4069,1,Terminated,476887,476887,50.0,0.2
R4_3,1.0,j_4069,1,Terminated,476887,476890,50.0,0.2
R2_1,1.0,j_4069,1,Terminated,476887,476888,50.0,0.2
R2_1,1.0,j_4241,1,Terminated,213897,213897,100.0,0.39
M1,1.0,j_4241,1,Terminated,213897,213897,100.0,0.3
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_4680,6,Terminated,346571,346648,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_4680,6,Terminated,346571,346643,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_4680,6,Terminated,346571,346700,5.0,0.03
M1,1.0,j_6144,1,Terminated,184481,184494,100.0,0.2
R2_1,1.0,j_6147,1,Terminated,526506,526509,100.0,0.39
M1,1.0,j_6147,1,Terminated,526503,526506,100.0,0.3
M1,1.0,j_6534,1,Terminated,292044,292060,100.0,0.3
R8_7,3.0,j_6534,1,Terminated,292044,292069,100.0,0.39
R7_6,3.0,j_6534,1,Terminated,292044,292069,100.0,0.49
J6_1_5,3.0,j_6534,1,Terminated,292044,292069,100.0,0.59
R4_3,1.0,j_6534,1,Terminated,292044,292064,100.0,0.39
R3_2,1.0,j_6534,1,Terminated,292044,292064,100.0,0.54
M2,1.0,j_6534,1,Terminated,292044,292062,100.0,0.3
M5_4,1.0,j_6534,1,Terminated,292044,292068,100.0,0.35
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_6918,10,Terminated,245785,245789,100.0,0.1
M1,1.0,j_8471,1,Terminated,418987,418987,100.0,0.2
M1,4.0,j_9128,1,Terminated,246301,246306,50.0,0.39
M1,1.0,j_9951,1,Terminated,388016,388023,50.0,0.3
M1,42.0,j_10225,1,Terminated,448590,448624,200.0,0.39
M6_2_5,3.0,j_10297,1,Terminated,480235,480236,50.0,0.2
R2_1,1.0,j_10297,1,Terminated,480235,480236,50.0,0.2
R4_3,1.0,j_10297,1,Terminated,480235,480236,50.0,0.2
R5_4,1.0,j_10297,1,Terminated,480235,480236,50.0,0.2
R1_3,1.0,j_10297,1,Terminated,480235,480236,50.0,0.2
M3,1.0,j_10297,1,Terminated,480235,480236,50.0,0.2
M1,1.0,j_10506,1,Terminated,186437,186441,50.0,0.2
J4_3,1.0,j_10506,1,Terminated,186437,186793,50.0,0.39
M3_2,1.0,j_10506,1,Terminated,186437,186688,50.0,0.49
R2_1,1.0,j_10506,1,Terminated,186437,186444,50.0,0.2
R5_4,3.0,j_10506,1,Terminated,186437,186894,50.0,0.39
M1,1.0,j_10675,1,Terminated,126070,126074,50.0,0.2
R2_1,1.0,j_10675,1,Terminated,126070,126079,50.0,0.2
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_12994,6,Terminated,392993,393039,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_12994,6,Terminated,392993,392997,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,20.0,j_12994,6,Terminated,392993,393036,30.0,0.05
M6,1.0,j_13297,1,Terminated,536965,536970,100.0,0.3
R4_3,1.0,j_13297,1,Terminated,536965,536980,100.0,0.39
M1,3.0,j_13297,1,Terminated,536965,536971,100.0,0.3
R9_5_6_7_8,1.0,j_13297,1,Terminated,536965,536971,100.0,0.39
M7,1.0,j_13297,1,Terminated,536965,536970,100.0,0.3
M5,1.0,j_13297,1,Terminated,536965,536970,100.0,0.3
M3,1018.0,j_13297,1,Terminated,536965,536976,100.0,0.3
R2_1,1.0,j_13297,1,Terminated,536965,536971,100.0,0.39
M8,1.0,j_13297,1,Terminated,536965,536970,100.0,0.3
M10_2_4_9,17.0,j_13297,1,Terminated,536965,537100,100.0,0.39
R2_1,1.0,j_15270,1,Terminated,425355,425356,100.0,0.39
M3_2,1.0,j_15270,1,Terminated,425355,425358,100.0,0.2
M1,2.0,j_15270,1,Terminated,425355,425356,100.0,0.3
M3,1.0,j_16464,1,Terminated,187985,187998,100.0,0.3
M11,176.0,j_16464,1,Terminated,187985,188041,100.0,0.3
R10_9,249.0,j_16464,1,Terminated,187985,188033,100.0,0.49
M5,77.0,j_16464,1,Terminated,187985,188015,100.0,0.3
R2_1,1.0,j_16464,1,Terminated,187985,188000,100.0,0.39
R8_7,175.0,j_16464,1,Terminated,187985,188023,100.0,0.49
R13_8_10_12,1.0,j_16464,1,Terminated,187985,188043,100.0,0.49
J7_2_4_5_6,173.0,j_16464,1,Terminated,187985,188021,100.0,0.59
R12_11,177.0,j_16464,1,Terminated,187985,188041,100.0,0.49
M6,93.0,j_16464,1,Terminated,187985,188004,100.0,0.3
M1,1.0,j_16464,1,Terminated,187985,188000,100.0,0.3
R14_13,1.0,j_16464,1,Terminated,187985,188044,100.0,0.39
R4_3,1.0,j_16464,1,Terminated,187985,187999,100.0,0.39
M9,248.0,j_16464,1,Terminated,187985,188032,100.0,0.3
R5_4,5.0,j_19138,1,Terminated,367503,367527,100.0,0.39
M2,3.0,j_19138,1,Terminated,367503,367524,100.0,0.3
M3,1.0,j_19138,1,Terminated,367503,367506,100.0,0.3
M1,1.0,j_19138,1,Terminated,367503,367505,100.0,0.3
J4_1_2_3,5.0,j_19138,1,Terminated,367503,367526,100.0,0.59
J2_1,1.0,j_19163,1,Terminated,534650,534657,100.0,0.83
M1,1.0,j_19163,1,Terminated,534650,534657,100.0,0.54
R3_2,1.0,j_19163,1,Terminated,534650,534657,100.0,0.39
R2_1,1.0,j_19938,1,Terminated,100401,100403,50.0,0.2
M1,2.0,j_19938,1,Terminated,100401,100402,50.0,0.2
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_20709,6,Terminated,475240,475775,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_20709,6,Terminated,475240,475246,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_20709,6,Terminated,475240,475254,30.0,0.05
R2_1,97.0,j_21868,1,Terminated,164132,164419,50.0,0.37
M1,179.0,j_21868,1,Terminated,164132,164346,50.0,0.49
M1,50.0,j_22048,1,Terminated,373443,373464,100.0,0.2
R2_1,1.0,j_24308,1,Terminated,512112,512425,50.0,0.2
M1,23.0,j_24308,1,Terminated,512112,512115,50.0,0.2
R3_2,1.0,j_26659,1,Terminated,207289,207292,100.0,0.49
M1,113.0,j_26659,1,Terminated,207289,207292,100.0,0.3
R4_3,1.0,j_26659,1,Terminated,207289,207292,100.0,0.39
R2_1,39.0,j_26659,1,Terminated,207289,207292,100.0,0.49
M1,1.0,j_29486,1,Terminated,308593,308598,50.0,0.2
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,454.0,j_29908,6,Terminated,480013,480382,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_29908,6,Terminated,480013,480757,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_29908,6,Terminated,480014,480018,10.0,0.05
M1,1.0,j_30683,1,Terminated,591482,591501,50.0,0.39
J2_1,3.0,j_33055,1,Terminated,496392,496400,100.0,0.59
M1,2.0,j_33055,1,Terminated,496392,496400,100.0,0.3
R3_2,3.0,j_33055,1,Terminated,496392,496400,100.0,0.49
R4_3,1.0,j_33055,1,Terminated,496392,496400,100.0,0.39
M1,5.0,j_33201,1,Terminated,296148,296149,50.0,0.2
R3_2,1.0,j_33201,1,Terminated,296148,296149,50.0,0.2
R2_1,1.0,j_33201,1,Terminated,296148,296148,50.0,0.2
M1,3.0,j_36342,1,Terminated,419054,419065,100.0,0.2
R2_1,1.0,j_36520,1,Terminated,512108,512114,50.0,0.2
M1,23.0,j_36520,1,Terminated,512108,512111,50.0,0.2
M1,1.0,j_40108,1,Terminated,112844,112846,100.0,0.3
R2_1,1.0,j_40108,1,Terminated,112844,112847,100.0,0.39
M3_2,1.0,j_40108,1,Terminated,112844,112859,100.0,0.25
R2_1,9.0,j_43891,1,Terminated,444626,444673,50.0,0.39
M1,5.0,j_43891,1,Terminated,444626,444654,50.0,0.49
M1,1.0,j_45378,1,Terminated,112003,112012,50.0,0.2
MergeTask,1.0,j_47724,1,Terminated,275001,275005,100.0,0.1
R2_1,1.0,j_48430,1,Terminated,573335,573339,100.0,0.39
M3_2,97.0,j_48430,1,Terminated,573339,573350,100.0,0.39
M1,1.0,j_48430,1,Terminated,573332,573335,100.0,0.3
M4_2,2733.0,j_48430,1,Terminated,573339,573379,100.0,0.39
M1,1.0,j_48805,1,Terminated,541158,541158,100.0,0.3
R2_1,1.0,j_48805,1,Terminated,541158,541158,100.0,0.39
M3_2,1.0,j_48805,1,Terminated,541158,541159,100.0,0.25
R6_5,1.0,j_48858,1,Terminated,174709,174712,50.0,0.2
R11_10,1.0,j_48858,1,Terminated,174709,174716,50.0,0.2
R9_8,1.0,j_48858,1,Terminated,174709,174710,50.0,0.2
M1,5.0,j_48858,1,Terminated,174709,174715,50.0,0.39
M8,1.0,j_48858,1,Terminated,174709,174710,50.0,0.2
R4_3,1.0,j_48858,1,Terminated,174709,174716,50.0,0.2
J7_4_6,1.0,j_48858,1,Terminated,174709,174716,50.0,0.2
M5,223.0,j_48858,1,Terminated,174709,174711,50.0,0.2
M2,223.0,j_48858,1,Terminated,174709,174711,50.0,0.2
J10_1_2_7_9,1.0,j_48858,1,Terminated,174709,174716,50.0,0.2
M3,223.0,j_48858,1,Terminated,174709,174716,50.0,0.39
R12_11,1.0,j_48858,1,Terminated,174709,174716,50.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,3.0,j_50137,10,Terminated,396400,396643,75.0,0.1
M1,1.0,j_50271,1,Terminated,447456,447457,100.0,0.3
M3_2,1.0,j_50271,1,Terminated,447456,447459,100.0,0.25
R2_1,1.0,j_50271,1,Terminated,447456,447457,100.0,0.39
M12,4.0,j_50515,1,Terminated,266124,266148,100.0,0.3
J13_8_9_10_11_12,9.0,j_50515,1,Terminated,266124,266192,100.0,0.59
M5,1.0,j_50515,1,Terminated,266124,266125,100.0,0.3
M6,2.0,j_50515,1,Terminated,266124,266168,100.0,0.3
M8,1.0,j_50515,1,Terminated,266124,266129,100.0,0.3
M10,1.0,j_50515,1,Terminated,266124,266126,100.0,0.3
M1,2.0,j_50515,1,Terminated,266124,266161,100.0,0.3
M11,1.0,j_50515,1,Terminated,266124,266133,100.0,0.3
M2,2.0,j_50515,1,Terminated,266124,266178,100.0,0.3
J14_1_2_3_4_5_6_7_13,19.0,j_50515,1,Terminated,266124,266293,100.0,0.49
M3,1.0,j_50515,1,Terminated,266124,266128,100.0,0.3
M9,1.0,j_50515,1,Terminated,266124,266126,100.0,0.3
M7,1.0,j_50515,1,Terminated,266124,266130,100.0,0.3
M4,1.0,j_50515,1,Terminated,266124,266134,100.0,0.3
J3_1_2,1.0,j_54252,1,Terminated,538974,539031,50.0,0.2
M4,11.0,j_54252,1,Terminated,538974,539033,50.0,0.39
J5_2_4,7.0,j_54252,1,Terminated,538974,539114,50.0,0.39
M1,7.0,j_54252,1,Terminated,538974,539009,50.0,0.39
M2,1.0,j_54252,1,Terminated,538974,538979,50.0,0.2
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_57086,6,Terminated,219180,219564,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_57086,6,Terminated,219181,219184,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_57086,6,Terminated,219180,219190,30.0,0.05
M1,1.0,j_57943,1,Terminated,189375,189375,100.0,0.3
R8_7,1.0,j_57943,1,Terminated,189375,189375,100.0,0.39
R4_3,1.0,j_57943,1,Terminated,189375,189377,100.0,0.39
M3_2,1.0,j_57943,1,Terminated,189375,189376,100.0,0.3
R12_11,1.0,j_57943,1,Terminated,189375,189381,100.0,0.49
M10,1.0,j_57943,1,Terminated,189375,189375,100.0,0.3
J11_3_9_10,19.0,j_57943,1,Terminated,189375,189381,100.0,0.59
M5,12.0,j_57943,1,Terminated,189375,189381,100.0,0.3
M6,1.0,j_57943,1,Terminated,189375,189376,100.0,0.3
R13_12,1.0,j_57943,1,Terminated,189375,189381,100.0,0.39
J9_2_4_5_6_8,17.0,j_57943,1,Terminated,189375,189381,100.0,0.59
M7,1.0,j_57943,1,Terminated,189375,189375,100.0,0.3
R2_1,1.0,j_57943,1,Terminated,189375,189375,100.0,0.39
J9_2_4_8,1.0,j_59963,1,Terminated,464533,464638,50.0,0.2
R4_3,1.0,j_59963,1,Terminated,464533,464549,50.0,0.2
M5,1.0,j_59963,1,Terminated,464533,464580,50.0,0.3
R2_1,1.0,j_59963,1,Terminated,464533,464546,50.0,0.2
R6_5,1.0,j_59963,1,Terminated,464533,464587,50.0,0.2
M8_7,3.0,j_59963,1,Terminated,464533,464625,50.0,0.39
R7_6,1.0,j_59963,1,Terminated,464533,464593,50.0,0.2
M3,1.0,j_59963,1,Terminated,464533,464541,50.0,0.2
M1,1.0,j_59963,1,Terminated,464533,464540,50.0,0.2
M1,19.0,j_61005,1,Terminated,585841,585847,50.0,0.39
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_61768,10,Terminated,317784,318075,75.0,0.1
